Team_Name,Opp_Name,Date,Game_Round,Team_Outcome,Team_Goals,Team_Points,Team_Score,Opp_Goals,Opp_Points,Opp_Score,Venue,Division
CLARE,ROSCOMMON,06/02/2005,"NFL, DIV 2 LEAGUE SA",TIE,0,8,8,0,8,8,,2
TIPPERARY,CAVAN,06/02/2005,"NFL, DIV 2 LEAGUE SB",LOSS,0,5,5,1,10,13,,2
WICKLOW,WATERFORD,06/02/2005,"NFL, DIV 2 LEAGUE SB",WIN,0,16,16,2,7,13,,2
OFFALY,KERRY,12/02/2005,"NFL, DIV 1 LEAGUE SA",LOSS,0,16,16,2,13,19,,1
WICKLOW,CAVAN,12/02/2005,"NFL, DIV 2 LEAGUE SB",LOSS,1,5,8,1,12,15,,2
FERMANAGH,LEITRIM,12/02/2005,"NFL, DIV 2 LEAGUE SA",WIN,0,9,9,0,7,7,,2
GALWAY,ARMAGH,13/02/2005,"NFL, DIV 1 LEAGUE SB",LOSS,0,4,4,1,11,14,,1
KILDARE,WEXFORD,13/02/2005,"NFL, DIV 1 LEAGUE SB",LOSS,1,9,12,1,13,16,,1
LIMERICK,DOWN,13/02/2005,"NFL, DIV 1 LEAGUE SB",LOSS,0,7,7,1,8,11,,1
MAYO,DONEGAL,13/02/2005,"NFL, DIV 1 LEAGUE SA",WIN,2,10,16,1,11,14,,1
LAOIS,SLIGO,13/02/2005,"NFL, DIV 1 LEAGUE SB",WIN,1,15,18,0,11,11,,1
TYRONE,DUBLIN,13/02/2005,"NFL, DIV 1 LEAGUE SA",WIN,1,10,13,0,9,9,,1
WESTMEATH,CORK,13/02/2005,"NFL, DIV 1 LEAGUE SA",TIE,1,9,12,2,6,12,,1
CLARE,MONAGHAN,13/02/2005,"NFL, DIV 2 LEAGUE SA",TIE,2,2,8,0,8,8,,2
CARLOW,ROSCOMMON,13/02/2005,"NFL, DIV 2 LEAGUE SA",TIE,1,9,12,0,12,12,,2
LONDON,LONGFORD,13/02/2005,"NFL, DIV 2 LEAGUE SA",LOSS,0,4,4,3,9,18,,2
DERRY,LOUTH,13/02/2005,"NFL, DIV 2 LEAGUE SB",WIN,1,7,10,0,4,4,,2
MEATH,ANTRIM,13/02/2005,"NFL, DIV 2 LEAGUE SB",WIN,1,10,13,0,9,9,,2
WATERFORD,TIPPERARY,13/02/2005,"NFL, DIV 2 LEAGUE SB",WIN,0,6,6,0,4,4,,2
FERMANAGH,LONGFORD,20/02/2005,"NFL, DIV 2 LEAGUE SA",LOSS,0,10,10,0,12,12,,2
KERRY,DUBLIN,05/03/2005,"NFL, DIV 1 LEAGUE SA",WIN,2,13,19,2,11,17,,1
KILDARE,DOWN,06/03/2005,"NFL, DIV 1 LEAGUE SB",WIN,1,17,20,0,9,9,,1
SLIGO,GALWAY,06/03/2005,"NFL, DIV 1 LEAGUE SB",LOSS,0,7,7,4,16,28,,1
LAOIS,ARMAGH,06/03/2005,"NFL, DIV 1 LEAGUE SB",LOSS,0,17,17,3,10,19,,1
MAYO,CORK,06/03/2005,"NFL, DIV 1 LEAGUE SA",WIN,0,14,14,0,11,11,,1
OFFALY,TYRONE,06/03/2005,"NFL, DIV 1 LEAGUE SA",LOSS,0,9,9,0,18,18,,1
WESTMEATH,DONEGAL,06/03/2005,"NFL, DIV 1 LEAGUE SA",WIN,1,12,15,1,11,14,,1
LIMERICK,WEXFORD,06/03/2005,"NFL, DIV 1 LEAGUE SB",LOSS,1,11,14,3,15,24,,1
WATERFORD,ANTRIM,06/03/2005,"NFL, DIV 2 LEAGUE SB",LOSS,0,9,9,4,17,29,,2
DERRY,CAVAN,06/03/2005,"NFL, DIV 2 LEAGUE SB",WIN,2,16,22,0,10,10,,2
LEITRIM,CLARE,06/03/2005,"NFL, DIV 2 LEAGUE SA",WIN,1,12,15,1,11,14,,2
CARLOW,LONGFORD,06/03/2005,"NFL, DIV 2 LEAGUE SA",LOSS,0,9,9,1,19,22,,2
FERMANAGH,MONAGHAN,06/03/2005,"NFL, DIV 2 LEAGUE SA",WIN,2,13,19,0,13,13,,2
LONDON,ROSCOMMON,06/03/2005,"NFL, DIV 2 LEAGUE SA",LOSS,0,5,5,1,23,26,,2
MEATH,TIPPERARY,06/03/2005,"NFL, DIV 2 LEAGUE SB",WIN,1,14,17,1,7,10,,2
WICKLOW,LOUTH,06/03/2005,"NFL, DIV 2 LEAGUE SB",TIE,1,11,14,0,14,14,,2
WESTMEATH,DUBLIN,12/03/2005,"NFL, DIV 1 LEAGUE SA",LOSS,0,9,9,0,11,11,,1
CLARE,LONGFORD,12/03/2005,"NFL, DIV 2 LEAGUE SA",TIE,0,9,9,0,9,9,,2
DOWN,ARMAGH,13/03/2005,"NFL, DIV 1 LEAGUE SB",LOSS,1,7,10,0,12,12,,1
TYRONE,CORK,13/03/2005,"NFL, DIV 1 LEAGUE SA",WIN,1,12,15,0,13,13,,1
DONEGAL,KERRY,13/03/2005,"NFL, DIV 1 LEAGUE SA",WIN,1,10,13,1,9,12,,1
LAOIS,KILDARE,13/03/2005,"NFL, DIV 1 LEAGUE SB",LOSS,0,8,8,0,13,13,,1
LIMERICK,GALWAY,13/03/2005,"NFL, DIV 1 LEAGUE SB",WIN,0,10,10,0,8,8,,1
OFFALY,MAYO,13/03/2005,"NFL, DIV 1 LEAGUE SA",LOSS,2,11,17,2,12,18,,1
SLIGO,WEXFORD,13/03/2005,"NFL, DIV 1 LEAGUE SB",WIN,2,13,19,1,15,18,,1
CARLOW,LEITRIM,13/03/2005,"NFL, DIV 2 LEAGUE SA",WIN,1,15,18,0,6,6,,2
ANTRIM,CAVAN,13/03/2005,"NFL, DIV 2 LEAGUE SB",LOSS,0,11,11,3,11,20,,2
FERMANAGH,ROSCOMMON,13/03/2005,"NFL, DIV 2 LEAGUE SA",WIN,4,13,25,1,12,15,,2
LONDON,MONAGHAN,13/03/2005,"NFL, DIV 2 LEAGUE SA",LOSS,0,5,5,1,21,24,,2
TIPPERARY,LOUTH,13/03/2005,"NFL, DIV 2 LEAGUE SB",LOSS,1,9,12,1,15,18,,2
WICKLOW,MEATH,13/03/2005,"NFL, DIV 2 LEAGUE SB",LOSS,2,8,14,2,17,23,,2
WATERFORD,DERRY,13/03/2005,"NFL, DIV 2 LEAGUE SB",LOSS,1,8,11,0,18,18,,2
WESTMEATH,KERRY,19/03/2005,"NFL, DIV 1 LEAGUE SA",LOSS,0,7,7,2,11,17,,1
DONEGAL,DUBLIN,20/03/2005,"NFL, DIV 1 LEAGUE SA",LOSS,0,13,13,1,11,14,,1
DOWN,WEXFORD,20/03/2005,"NFL, DIV 1 LEAGUE SB",LOSS,1,13,16,2,13,19,,1
LAOIS,GALWAY,20/03/2005,"NFL, DIV 1 LEAGUE SB",WIN,1,17,20,2,13,19,,1
LIMERICK,KILDARE,20/03/2005,"NFL, DIV 1 LEAGUE SB",LOSS,0,9,9,1,17,20,,1
OFFALY,CORK,20/03/2005,"NFL, DIV 1 LEAGUE SA",TIE,1,13,16,2,10,16,,1
SLIGO,ARMAGH,20/03/2005,"NFL, DIV 1 LEAGUE SB",LOSS,0,8,8,0,16,16,,1
MAYO,TYRONE,20/03/2005,"NFL, DIV 1 LEAGUE SA",WIN,0,16,16,1,11,14,,1
ANTRIM,DERRY,20/03/2005,"NFL, DIV 2 LEAGUE SB",LOSS,1,9,12,0,18,18,,2
CARLOW,CLARE,20/03/2005,"NFL, DIV 2 LEAGUE SA",WIN,0,15,15,1,11,14,,2
LONDON,FERMANAGH,20/03/2005,"NFL, DIV 2 LEAGUE SA",LOSS,0,5,5,0,14,14,,2
LEITRIM,LONGFORD,20/03/2005,"NFL, DIV 2 LEAGUE SA",TIE,0,11,11,0,11,11,,2
MEATH,LOUTH,20/03/2005,"NFL, DIV 2 LEAGUE SB",WIN,1,18,21,0,10,10,,2
MONAGHAN,ROSCOMMON,20/03/2005,"NFL, DIV 2 LEAGUE SA",WIN,1,19,22,0,13,13,,2
WICKLOW,TIPPERARY,20/03/2005,"NFL, DIV 2 LEAGUE SB",WIN,0,11,11,1,6,9,,2
WATERFORD,CAVAN,20/03/2005,"NFL, DIV 2 LEAGUE SB",LOSS,0,8,8,7,15,36,,2
CORK,DUBLIN,26/03/2005,"NFL, DIV 1 LEAGUE SA",WIN,0,18,18,1,6,9,,1
ANTRIM,TIPPERARY,26/03/2005,"NFL, DIV 2 LEAGUE SB",WIN,1,18,21,1,7,10,,2
KILDARE,ARMAGH,27/03/2005,"NFL, DIV 1 LEAGUE SB",LOSS,1,10,13,2,8,14,,1
OFFALY,DONEGAL,27/03/2005,"NFL, DIV 1 LEAGUE SA",WIN,1,11,14,0,13,13,,1
LIMERICK,SLIGO,27/03/2005,"NFL, DIV 1 LEAGUE SB",WIN,2,13,19,0,13,13,,1
LAOIS,DOWN,27/03/2005,"NFL, DIV 1 LEAGUE SB",LOSS,0,10,10,0,12,12,,1
MAYO,KERRY,27/03/2005,"NFL, DIV 1 LEAGUE SA",LOSS,0,15,15,1,16,19,,1
WESTMEATH,TYRONE,27/03/2005,"NFL, DIV 1 LEAGUE SA",LOSS,3,8,17,1,24,27,,1
GALWAY,WEXFORD,27/03/2005,"NFL, DIV 1 LEAGUE SB",WIN,0,15,15,1,7,10,,1
FERMANAGH,CLARE,27/03/2005,"NFL, DIV 2 LEAGUE SA",WIN,1,17,20,2,8,14,,2
CAVAN,LOUTH,27/03/2005,"NFL, DIV 2 LEAGUE SB",WIN,0,12,12,1,8,11,,2
WICKLOW,DERRY,27/03/2005,"NFL, DIV 2 LEAGUE SB",LOSS,1,6,9,2,15,21,,2
LEITRIM,MONAGHAN,27/03/2005,"NFL, DIV 2 LEAGUE SA",LOSS,0,8,8,2,18,24,,2
LONDON,CARLOW,27/03/2005,"NFL, DIV 2 LEAGUE SA",LOSS,1,10,13,2,18,24,,2
WATERFORD,MEATH,27/03/2005,"NFL, DIV 2 LEAGUE SB",LOSS,0,9,9,0,18,18,,2
ROSCOMMON,LONGFORD,27/03/2005,"NFL, DIV 2 LEAGUE SA",WIN,0,19,19,1,8,11,,2
LIMERICK,ARMAGH,03/04/2005,"NFL, DIV 1 LEAGUE SB",LOSS,0,9,9,0,10,10,,1
DONEGAL,CORK,03/04/2005,"NFL, DIV 1 LEAGUE SA",WIN,3,11,20,1,7,10,,1
DOWN,GALWAY,03/04/2005,"NFL, DIV 1 LEAGUE SB",WIN,2,11,17,0,14,14,,1
TYRONE,KERRY,03/04/2005,"NFL, DIV 1 LEAGUE SA",LOSS,3,8,17,2,17,23,,1
SLIGO,KILDARE,03/04/2005,"NFL, DIV 1 LEAGUE SB",LOSS,1,7,10,2,14,20,,1
WESTMEATH,MAYO,03/04/2005,"NFL, DIV 1 LEAGUE SA",LOSS,1,8,11,3,16,25,,1
OFFALY,DUBLIN,03/04/2005,"NFL, DIV 1 LEAGUE SA",LOSS,2,6,12,1,13,16,,1
LAOIS,WEXFORD,03/04/2005,"NFL, DIV 1 LEAGUE SB",LOSS,0,15,15,2,12,18,,1
CARLOW,FERMANAGH,03/04/2005,"NFL, DIV 2 LEAGUE SA",LOSS,0,9,9,0,14,14,,2
TIPPERARY,DERRY,03/04/2005,"NFL, DIV 2 LEAGUE SB",LOSS,0,2,2,1,26,29,,2
LEITRIM,ROSCOMMON,03/04/2005,"NFL, DIV 2 LEAGUE SA",WIN,1,13,16,0,10,10,,2
LONDON,CLARE,03/04/2005,"NFL, DIV 2 LEAGUE SA",LOSS,0,6,6,1,13,16,,2
MONAGHAN,LONGFORD,03/04/2005,"NFL, DIV 2 LEAGUE SA",TIE,2,15,21,4,9,21,,2
MEATH,CAVAN,03/04/2005,"NFL, DIV 2 LEAGUE SB",WIN,0,17,17,0,14,14,,2
WICKLOW,ANTRIM,03/04/2005,"NFL, DIV 2 LEAGUE SB",LOSS,1,12,15,1,15,18,,2
WATERFORD,LOUTH,03/04/2005,"NFL, DIV 2 LEAGUE SB",LOSS,1,9,12,1,11,14,,2
TYRONE,WEXFORD,17/04/2005,"NFL, DIV 1 LEAGUE SEMI-FINAL",LOSS,1,7,10,1,8,11,PORTLAOISE,1
MAYO,ARMAGH,24/04/2005,"NFL, DIV 1 LEAGUE SEMI-FINAL",LOSS,0,14,14,0,19,19,CROKE PARK,1
MONAGHAN,DERRY,24/04/2005,"NFL, DIV 2 LEAGUE SEMI-FINAL",WIN,1,13,16,1,11,14,CLONES,2
FERMANAGH,MEATH,24/04/2005,"NFL, DIV 2 LEAGUE SEMI-FINAL",LOSS,0,15,15,2,14,20,CLONES,2
ARMAGH,WEXFORD,01/05/2005,"NFL, DIV 1 LEAGUE FINAL",WIN,1,21,24,1,14,17,CROKE PARK,1
MEATH,MONAGHAN,01/05/2005,"NFL, DIV 2 LEAGUE FINAL",LOSS,3,12,21,3,13,22,CROKE PARK,2
MAYO,KERRY,04/02/2006,"NFL, DIV 1 LEAGUE SA",WIN,1,15,18,1,14,17,,1
KILDARE,ARMAGH,05/02/2006,"NFL, DIV 1 LEAGUE SB",WIN,0,12,12,0,10,10,,1
DERRY,GALWAY,05/02/2006,"NFL, DIV 1 LEAGUE SB",WIN,1,11,14,0,7,7,,1
MEATH,DOWN,05/02/2006,"NFL, DIV 1 LEAGUE SB",LOSS,1,8,11,0,15,15,,1
LAOIS,WEXFORD,05/02/2006,"NFL, DIV 1 LEAGUE SB",WIN,1,13,16,0,10,10,,1
FERMANAGH,MONAGHAN,05/02/2006,"NFL, DIV 1 LEAGUE SA",WIN,2,9,15,0,10,10,,1
OFFALY,CORK,05/02/2006,"NFL, DIV 1 LEAGUE SA",WIN,0,12,12,1,5,8,,1
TYRONE,DUBLIN,05/02/2006,"NFL, DIV 1 LEAGUE SA",LOSS,1,6,9,1,9,12,,1
WICKLOW,ANTRIM,05/02/2006,"NFL, DIV 2 LEAGUE SB",LOSS,3,10,19,2,14,20,,2
CAVAN,LOUTH,05/02/2006,"NFL, DIV 2 LEAGUE SB",LOSS,0,10,10,2,9,15,,2
CARLOW,CLARE,05/02/2006,"NFL, DIV 2 LEAGUE SA",LOSS,0,8,8,1,11,14,,2
LEITRIM,DONEGAL,05/02/2006,"NFL, DIV 2 LEAGUE SA",TIE,1,8,11,0,11,11,,2
LIMERICK,ROSCOMMON,05/02/2006,"NFL, DIV 2 LEAGUE SA",WIN,0,14,14,0,11,11,,2
LONDON,LONGFORD,05/02/2006,"NFL, DIV 2 LEAGUE SA",LOSS,1,5,8,1,16,19,,2
SLIGO,TIPPERARY,05/02/2006,"NFL, DIV 2 LEAGUE SB",LOSS,1,9,12,3,8,17,,2
WESTMEATH,WATERFORD,05/02/2006,"NFL, DIV 2 LEAGUE SB",WIN,3,23,32,1,7,10,,2
KERRY,CORK,11/02/2006,"NFL, DIV 1 LEAGUE SA",WIN,0,14,14,0,9,9,,1
WESTMEATH,TIPPERARY,11/02/2006,"NFL, DIV 2 LEAGUE SB",WIN,0,12,12,0,9,9,,2
MONAGHAN,DUBLIN,12/02/2006,"NFL, DIV 1 LEAGUE SA",WIN,1,11,14,0,7,7,,1
FERMANAGH,TYRONE,12/02/2006,"NFL, DIV 1 LEAGUE SA",WIN,0,9,9,0,8,8,,1
LAOIS,GALWAY,12/02/2006,"NFL, DIV 1 LEAGUE SB",TIE,0,8,8,0,8,8,,1
KILDARE,DOWN,12/02/2006,"NFL, DIV 1 LEAGUE SB",LOSS,1,13,16,3,8,17,,1
OFFALY,MAYO,12/02/2006,"NFL, DIV 1 LEAGUE SA",LOSS,0,10,10,1,15,18,,1
MEATH,ARMAGH,12/02/2006,"NFL, DIV 1 LEAGUE SB",WIN,0,19,19,1,9,12,,1
DERRY,WEXFORD,12/02/2006,"NFL, DIV 1 LEAGUE SB",WIN,0,13,13,1,5,8,,1
CARLOW,DONEGAL,12/02/2006,"NFL, DIV 2 LEAGUE SA",LOSS,0,8,8,1,21,24,,2
LEITRIM,CLARE,12/02/2006,"NFL, DIV 2 LEAGUE SA",WIN,2,7,13,0,6,6,,2
LIMERICK,LONGFORD,12/02/2006,"NFL, DIV 2 LEAGUE SA",TIE,2,13,19,1,16,19,,2
ANTRIM,LOUTH,12/02/2006,"NFL, DIV 2 LEAGUE SB",LOSS,0,12,12,2,15,21,,2
LONDON,ROSCOMMON,12/02/2006,"NFL, DIV 2 LEAGUE SA",LOSS,0,3,3,2,14,20,,2
WATERFORD,SLIGO,12/02/2006,"NFL, DIV 2 LEAGUE SB",WIN,2,7,13,0,12,12,,2
WICKLOW,CAVAN,12/02/2006,"NFL, DIV 2 LEAGUE SB",LOSS,1,12,15,1,13,16,,2
OFFALY,DUBLIN,04/03/2006,"NFL, DIV 1 LEAGUE SA",LOSS,3,2,11,1,10,13,,1
GALWAY,ARMAGH,05/03/2006,"NFL, DIV 1 LEAGUE SB",LOSS,2,7,13,3,14,23,,1
KILDARE,DERRY,05/03/2006,"NFL, DIV 1 LEAGUE SB",LOSS,0,9,9,0,11,11,,1
DOWN,WEXFORD,05/03/2006,"NFL, DIV 1 LEAGUE SB",WIN,3,14,23,3,6,15,,1
FERMANAGH,KERRY,05/03/2006,"NFL, DIV 1 LEAGUE SA",LOSS,0,13,13,1,17,20,,1
LAOIS,MEATH,05/03/2006,"NFL, DIV 1 LEAGUE SB",LOSS,0,13,13,1,11,14,,1
MONAGHAN,MAYO,05/03/2006,"NFL, DIV 1 LEAGUE SA",LOSS,1,11,14,1,16,19,,1
WATERFORD,ANTRIM,05/03/2006,"NFL, DIV 2 LEAGUE SB",LOSS,0,8,8,2,13,19,,2
TIPPERARY,CAVAN,05/03/2006,"NFL, DIV 2 LEAGUE SB",LOSS,1,9,12,0,13,13,,2
LONDON,LEITRIM,05/03/2006,"NFL, DIV 2 LEAGUE SA",LOSS,1,4,7,1,12,15,,2
CARLOW,LIMERICK,05/03/2006,"NFL, DIV 2 LEAGUE SA",LOSS,2,4,10,2,10,16,,2
SLIGO,LOUTH,05/03/2006,"NFL, DIV 2 LEAGUE SB",LOSS,2,6,12,0,20,20,,2
CLARE,ROSCOMMON,05/03/2006,"NFL, DIV 2 LEAGUE SA",LOSS,0,8,8,0,15,15,,2
WESTMEATH,WICKLOW,05/03/2006,"NFL, DIV 2 LEAGUE SB",WIN,0,15,15,1,9,12,,2
CORK,DUBLIN,11/03/2006,"NFL, DIV 1 LEAGUE SA",WIN,1,11,14,1,10,13,,1
DERRY,ARMAGH,12/03/2006,"NFL, DIV 1 LEAGUE SB",WIN,1,14,17,2,7,13,,1
KILDARE,GALWAY,12/03/2006,"NFL, DIV 1 LEAGUE SB",LOSS,0,8,8,0,9,9,,1
LAOIS,DOWN,12/03/2006,"NFL, DIV 1 LEAGUE SB",WIN,1,17,20,1,12,15,,1
FERMANAGH,MAYO,12/03/2006,"NFL, DIV 1 LEAGUE SA",LOSS,1,14,17,0,19,19,,1
MONAGHAN,KERRY,12/03/2006,"NFL, DIV 1 LEAGUE SA",LOSS,0,13,13,1,11,14,,1
OFFALY,TYRONE,12/03/2006,"NFL, DIV 1 LEAGUE SA",LOSS,0,12,12,2,15,21,,1
MEATH,WEXFORD,12/03/2006,"NFL, DIV 1 LEAGUE SB",LOSS,2,11,17,1,15,18,,1
LEITRIM,LONGFORD,12/03/2006,"NFL, DIV 2 LEAGUE SA",TIE,1,7,10,2,4,10,,2
LIMERICK,CLARE,12/03/2006,"NFL, DIV 2 LEAGUE SA",WIN,2,12,18,2,9,15,,2
LONDON,DONEGAL,12/03/2006,"NFL, DIV 2 LEAGUE SA",LOSS,0,4,4,1,21,24,,2
CARLOW,ROSCOMMON,12/03/2006,"NFL, DIV 2 LEAGUE SA",LOSS,0,10,10,1,14,17,,2
SLIGO,CAVAN,12/03/2006,"NFL, DIV 2 LEAGUE SB",LOSS,2,9,15,1,15,18,,2
TIPPERARY,LOUTH,12/03/2006,"NFL, DIV 2 LEAGUE SB",LOSS,0,9,9,0,11,11,,2
WESTMEATH,ANTRIM,12/03/2006,"NFL, DIV 2 LEAGUE SB",WIN,3,11,20,0,9,9,,2
WICKLOW,WATERFORD,12/03/2006,"NFL, DIV 2 LEAGUE SB",WIN,3,7,16,0,6,6,,2
OFFALY,KERRY,18/03/2006,"NFL, DIV 1 LEAGUE SA",LOSS,0,9,9,0,13,13,,1
DOWN,ARMAGH,19/03/2006,"NFL, DIV 1 LEAGUE SB",LOSS,1,11,14,2,9,15,,1
FERMANAGH,DUBLIN,19/03/2006,"NFL, DIV 1 LEAGUE SA",WIN,0,9,9,0,8,8,,1
GALWAY,WEXFORD,19/03/2006,"NFL, DIV 1 LEAGUE SB",WIN,0,18,18,1,9,12,,1
LAOIS,DERRY,19/03/2006,"NFL, DIV 1 LEAGUE SB",WIN,1,16,19,0,10,10,,1
MAYO,CORK,19/03/2006,"NFL, DIV 1 LEAGUE SA",WIN,0,12,12,0,7,7,,1
MEATH,KILDARE,19/03/2006,"NFL, DIV 1 LEAGUE SB",LOSS,1,12,15,1,14,17,,1
MONAGHAN,TYRONE,19/03/2006,"NFL, DIV 1 LEAGUE SA",LOSS,1,13,16,1,15,18,,1
CARLOW,LEITRIM,19/03/2006,"NFL, DIV 2 LEAGUE SA",WIN,2,11,17,0,11,11,,2
ANTRIM,CAVAN,19/03/2006,"NFL, DIV 2 LEAGUE SB",LOSS,2,9,15,0,16,16,,2
CLARE,DONEGAL,19/03/2006,"NFL, DIV 2 LEAGUE SA",LOSS,0,4,4,0,11,11,,2
LONDON,LIMERICK,19/03/2006,"NFL, DIV 2 LEAGUE SA",LOSS,1,4,7,3,12,21,,2
ROSCOMMON,LONGFORD,19/03/2006,"NFL, DIV 2 LEAGUE SA",WIN,3,11,20,2,13,19,,2
WICKLOW,LOUTH,19/03/2006,"NFL, DIV 2 LEAGUE SB",LOSS,1,12,15,0,18,18,,2
WESTMEATH,SLIGO,19/03/2006,"NFL, DIV 2 LEAGUE SB",LOSS,0,9,9,1,13,16,,2
WATERFORD,TIPPERARY,19/03/2006,"NFL, DIV 2 LEAGUE SB",LOSS,1,6,9,1,11,14,,2
MAYO,DUBLIN,25/03/2006,"NFL, DIV 1 LEAGUE SA",LOSS,1,10,13,4,10,22,,1
LAOIS,ARMAGH,26/03/2006,"NFL, DIV 1 LEAGUE SB",WIN,1,15,18,2,9,15,,1
FERMANAGH,CORK,26/03/2006,"NFL, DIV 1 LEAGUE SA",LOSS,0,3,3,0,6,6,,1
DOWN,DERRY,26/03/2006,"NFL, DIV 1 LEAGUE SB",WIN,0,11,11,0,10,10,,1
MEATH,GALWAY,26/03/2006,"NFL, DIV 1 LEAGUE SB",LOSS,0,11,11,4,12,24,,1
KILDARE,WEXFORD,26/03/2006,"NFL, DIV 1 LEAGUE SB",TIE,0,8,8,0,8,8,,1
OFFALY,MONAGHAN,26/03/2006,"NFL, DIV 1 LEAGUE SA",TIE,1,11,14,1,11,14,,1
TYRONE,KERRY,26/03/2006,"NFL, DIV 1 LEAGUE SA",WIN,1,14,17,1,12,15,,1
SLIGO,ANTRIM,26/03/2006,"NFL, DIV 2 LEAGUE SB",WIN,1,13,16,0,15,15,,2
LIMERICK,DONEGAL,26/03/2006,"NFL, DIV 2 LEAGUE SA",LOSS,0,5,5,1,9,12,,2
LEITRIM,ROSCOMMON,26/03/2006,"NFL, DIV 2 LEAGUE SA",LOSS,0,6,6,0,7,7,,2
LONDON,CLARE,26/03/2006,"NFL, DIV 2 LEAGUE SA",LOSS,1,3,6,0,15,15,,2
CARLOW,LONGFORD,26/03/2006,"NFL, DIV 2 LEAGUE SA",LOSS,2,7,13,0,15,15,,2
WATERFORD,LOUTH,26/03/2006,"NFL, DIV 2 LEAGUE SB",LOSS,0,5,5,4,11,23,,2
WESTMEATH,CAVAN,26/03/2006,"NFL, DIV 2 LEAGUE SB",LOSS,0,7,7,0,12,12,,2
WICKLOW,TIPPERARY,26/03/2006,"NFL, DIV 2 LEAGUE SB",LOSS,0,7,7,1,10,13,,2
TYRONE,CORK,02/04/2006,"NFL, DIV 1 LEAGUE SA",WIN,0,12,12,0,8,8,,1
DONEGAL,LONGFORD,04/04/2006,"NFL, DIV 2 LEAGUE SA",WIN,3,16,25,0,9,9,,2
DOWN,GALWAY,09/04/2006,"NFL, DIV 1 LEAGUE SB",LOSS,0,4,4,1,12,15,,1
FERMANAGH,OFFALY,09/04/2006,"NFL, DIV 1 LEAGUE SA",LOSS,2,12,18,4,13,25,,1
KERRY,DUBLIN,09/04/2006,"NFL, DIV 1 LEAGUE SA",TIE,0,13,13,0,13,13,,1
LAOIS,KILDARE,09/04/2006,"NFL, DIV 1 LEAGUE SB",TIE,0,9,9,0,9,9,,1
MAYO,TYRONE,09/04/2006,"NFL, DIV 1 LEAGUE SA",TIE,1,8,11,0,11,11,,1
MEATH,DERRY,09/04/2006,"NFL, DIV 1 LEAGUE SB",WIN,0,10,10,0,8,8,,1
MONAGHAN,CORK,09/04/2006,"NFL, DIV 1 LEAGUE SA",LOSS,0,8,8,1,9,12,,1
ARMAGH,WEXFORD,09/04/2006,"NFL, DIV 1 LEAGUE SB",WIN,0,15,15,1,11,14,,1
LONDON,CARLOW,09/04/2006,"NFL, DIV 2 LEAGUE SA",LOSS,0,6,6,3,14,23,,2
WATERFORD,CAVAN,09/04/2006,"NFL, DIV 2 LEAGUE SB",WIN,0,14,14,1,9,12,,2
CLARE,LONGFORD,09/04/2006,"NFL, DIV 2 LEAGUE SA",WIN,1,14,17,3,7,16,,2
LEITRIM,LIMERICK,09/04/2006,"NFL, DIV 2 LEAGUE SA",LOSS,0,11,11,0,13,13,,2
WESTMEATH,LOUTH,09/04/2006,"NFL, DIV 2 LEAGUE SB",WIN,2,8,14,1,8,11,,2
ROSCOMMON,DONEGAL,09/04/2006,"NFL, DIV 2 LEAGUE SA",LOSS,1,9,12,0,14,14,,2
WICKLOW,SLIGO,09/04/2006,"NFL, DIV 2 LEAGUE SB",LOSS,0,10,10,0,11,11,,2
ANTRIM,TIPPERARY,09/04/2006,"NFL, DIV 2 LEAGUE SB",LOSS,2,10,16,2,13,19,,2
LAOIS,KERRY,16/04/2006,"NFL, DIV 1 LEAGUE SEMI-FINAL",LOSS,0,10,10,1,15,18,FITZGERALD STADIUM,1
MAYO,GALWAY,16/04/2006,"NFL, DIV 1 LEAGUE SEMI-FINAL",LOSS,1,6,9,1,11,14,CASTLEBAR,1
WESTMEATH,DONEGAL,16/04/2006,"NFL, DIV 2 LEAGUE SEMI-FINAL",LOSS,1,9,12,0,14,14,KINGSPAN BREFFNI PARK,2
LIMERICK,LOUTH,16/04/2006,"NFL, DIV 2 LEAGUE SEMI-FINAL",LOSS,0,11,11,2,13,19,NEWBRIDGE,2
GALWAY,KERRY,23/04/2006,"NFL, DIV 1 LEAGUE FINAL",LOSS,0,10,10,2,12,18,THE GAELIC GROUNDS,1
DONEGAL,LOUTH,23/04/2006,"NFL, DIV 2 LEAGUE FINAL",TIE,0,17,17,3,8,17,KINGSPAN BREFFNI PARK,2
DONEGAL,LOUTH,30/04/2006,"NFL, DIV 2 LEAGUE FINAL REPLAY",LOSS,1,9,12,1,12,15,UNKNOWN,2
DONEGAL,CORK,03/02/2007,"NFL, DIV 1 LEAGUE SA",WIN,1,12,15,2,7,13,,1
TYRONE,DUBLIN,03/02/2007,"NFL, DIV 1 LEAGUE SA",WIN,0,11,11,0,10,10,,1
MEATH,CAVAN,03/02/2007,"NFL, DIV 2 LEAGUE SB",TIE,2,7,13,0,13,13,,2
DERRY,GALWAY,04/02/2007,"NFL, DIV 1 LEAGUE SB",WIN,0,12,12,0,7,7,,1
KILDARE,ARMAGH,04/02/2007,"NFL, DIV 1 LEAGUE SB",WIN,0,12,12,0,10,10,,1
DOWN,LOUTH,04/02/2007,"NFL, DIV 1 LEAGUE SB",LOSS,1,13,16,2,14,20,,1
