Team_Name,Opp_Name,Date,Game_Round,Team_Outcome,Team_Goals,Team_Points,Team_Score,Opp_Goals,Opp_Points,Opp_Score,Venue,Division
FERMANAGH,CAVAN,11/04/2010,"NFL, DIV 3 LEAGUE",LOSS,0,7,7,0,11,11,,3
SLIGO,ROSCOMMON,11/04/2010,"NFL, DIV 3 LEAGUE",WIN,0,20,20,0,13,13,,3
WATERFORD,CLARE,11/04/2010,"NFL, DIV 4 LEAGUE",WIN,0,20,20,2,5,11,,4
LEITRIM,LIMERICK,11/04/2010,"NFL, DIV 4 LEAGUE",LOSS,0,9,9,1,22,25,,4
WICKLOW,KILKENNY,11/04/2010,"NFL, DIV 4 LEAGUE",WIN,2,25,31,0,7,7,,4
LONDON,LONGFORD,11/04/2010,"NFL, DIV 4 LEAGUE",LOSS,0,10,10,1,16,19,,4
SLIGO,ANTRIM,24/04/2010,"NFL, DIV 3 LEAGUE FINAL",WIN,0,19,19,1,11,14,CROKE PARK,3
WATERFORD,LIMERICK,24/04/2010,"NFL, DIV 4 LEAGUE FINAL",LOSS,1,14,17,1,16,19,CROKE PARK,4
MAYO,CORK,25/04/2010,"NFL, DIV 1 LEAGUE FINAL",LOSS,0,12,12,1,17,20,CROKE PARK,1
DOWN,ARMAGH,25/04/2010,"NFL, DIV 2 LEAGUE FINAL",LOSS,1,12,15,0,17,17,CROKE PARK,2
DOWN,MAYO,05/02/2011,"NFL, DIV 1 LEAGUE",TIE,3,7,16,1,13,16,MAYO,1
ARMAGH,DUBLIN,05/02/2011,"NFL, DIV 1 LEAGUE",LOSS,1,11,14,2,12,18,ARMAGH,1
LAOIS,MEATH,05/02/2011,"NFL, DIV 2 LEAGUE",WIN,1,14,17,1,11,14,LAOIS,2
SLIGO,DONEGAL,05/02/2011,"NFL, DIV 2 LEAGUE",TIE,1,14,17,2,11,17,DONEGAL,2
MONAGHAN,GALWAY,06/02/2011,"NFL, DIV 1 LEAGUE",WIN,0,19,19,0,14,14,MONAGHAN,1
KERRY,CORK,06/02/2011,"NFL, DIV 1 LEAGUE",LOSS,1,13,16,0,17,17,KERRY,1
ANTRIM,KILDARE,06/02/2011,"NFL, DIV 2 LEAGUE",LOSS,0,11,11,1,17,20,ANTRIM,2
DERRY,TYRONE,06/02/2011,"NFL, DIV 2 LEAGUE",WIN,1,11,14,0,13,13,DERRY,2
OFFALY,CAVAN,06/02/2011,"NFL, DIV 3 LEAGUE",WIN,1,12,15,0,8,8,OFFALY,3
WATERFORD,WEXFORD,06/02/2011,"NFL, DIV 3 LEAGUE",LOSS,2,6,12,4,11,23,WEXFORD,3
LIMERICK,TIPPERARY,06/02/2011,"NFL, DIV 3 LEAGUE",LOSS,0,6,6,0,10,10,TIPPERARY,3
LONDON,KILKENNY,06/02/2011,"NFL, DIV 4 LEAGUE",WIN,0,16,16,0,2,2,LONDON,4
LEITRIM,CLARE,06/02/2011,"NFL, DIV 4 LEAGUE",WIN,0,12,12,0,11,11,LEITRIM,4
ROSCOMMON,LONGFORD,06/02/2011,"NFL, DIV 4 LEAGUE",TIE,0,10,10,1,7,10,LONGFORD,4
WICKLOW,CARLOW,06/02/2011,"NFL, DIV 4 LEAGUE",TIE,1,13,16,2,10,16,CARLOW,4
WESTMEATH,LOUTH,12/02/2011,"NFL, DIV 3 LEAGUE",LOSS,0,11,11,2,13,19,LOUTH,3
LONDON,ROSCOMMON,12/02/2011,"NFL, DIV 4 LEAGUE",LOSS,0,7,7,1,14,17,LONDON,4
KILKENNY,CLARE,12/02/2011,"NFL, DIV 4 LEAGUE",LOSS,1,1,4,4,17,29,CLARE,4
WICKLOW,LEITRIM,13/02/2011,"NFL, DIV 4 LEAGUE",WIN,1,15,18,1,10,13,LEITRIM,4
CARLOW,FERMANAGH,13/02/2011,"NFL, DIV 4 LEAGUE",LOSS,0,6,6,1,10,13,CARLOW,4
CORK,DUBLIN,19/02/2011,"NFL, DIV 1 LEAGUE",LOSS,0,16,16,3,13,22,DUBLIN,1
DONEGAL,TYRONE,19/02/2011,"NFL, DIV 2 LEAGUE",WIN,1,10,13,0,6,6,TYRONE,2
FERMANAGH,LONGFORD,19/02/2011,"NFL, DIV 4 LEAGUE",LOSS,0,5,5,1,8,11,FERMANAGH,4
MONAGHAN,ARMAGH,20/02/2011,"NFL, DIV 1 LEAGUE",LOSS,0,13,13,1,11,14,ARMAGH,1
MAYO,KERRY,20/02/2011,"NFL, DIV 1 LEAGUE",LOSS,0,8,8,1,9,12,MAYO,1
DOWN,GALWAY,20/02/2011,"NFL, DIV 1 LEAGUE",WIN,2,11,17,1,9,12,DOWN,1
LAOIS,ANTRIM,20/02/2011,"NFL, DIV 2 LEAGUE",WIN,1,12,15,0,10,10,LAOIS,2
KILDARE,DERRY,20/02/2011,"NFL, DIV 2 LEAGUE",LOSS,0,11,11,0,13,13,KILDARE,2
SLIGO,MEATH,20/02/2011,"NFL, DIV 2 LEAGUE",LOSS,0,8,8,1,12,15,MEATH,2
WATERFORD,LIMERICK,20/02/2011,"NFL, DIV 3 LEAGUE",WIN,2,8,14,0,8,8,WATERFORD,3
WESTMEATH,CAVAN,20/02/2011,"NFL, DIV 3 LEAGUE",TIE,0,12,12,1,9,12,WESTMEATH,3
TIPPERARY,LOUTH,20/02/2011,"NFL, DIV 3 LEAGUE",LOSS,1,10,13,1,12,15,LOUTH,3
OFFALY,WEXFORD,20/02/2011,"NFL, DIV 3 LEAGUE",LOSS,0,11,11,0,12,12,OFFALY,3
CARLOW,ROSCOMMON,20/02/2011,"NFL, DIV 4 LEAGUE",LOSS,0,8,8,2,13,19,ROSCOMMON,4
LONDON,WICKLOW,20/02/2011,"NFL, DIV 4 LEAGUE",LOSS,1,4,7,2,22,28,WICKLOW,4
KILKENNY,LEITRIM,20/02/2011,"NFL, DIV 4 LEAGUE",LOSS,0,0,0,3,19,28,KILKENNY,4
KERRY,DUBLIN,26/02/2011,"NFL, DIV 1 LEAGUE",LOSS,1,15,18,3,10,19,DUBLIN,1
DOWN,ARMAGH,26/02/2011,"NFL, DIV 1 LEAGUE",WIN,0,12,12,0,11,11,DOWN,1
MEATH,ANTRIM,26/02/2011,"NFL, DIV 2 LEAGUE",LOSS,0,11,11,0,14,14,ANTRIM,2
MAYO,GALWAY,27/02/2011,"NFL, DIV 1 LEAGUE",WIN,2,14,20,0,12,12,GALWAY,1
MONAGHAN,CORK,27/02/2011,"NFL, DIV 1 LEAGUE",LOSS,1,12,15,1,15,18,CORK,1
LAOIS,DERRY,27/02/2011,"NFL, DIV 2 LEAGUE",WIN,1,21,24,1,7,10,DERRY,2
KILDARE,DONEGAL,27/02/2011,"NFL, DIV 2 LEAGUE",TIE,1,5,8,0,8,8,DONEGAL,2
SLIGO,TYRONE,27/02/2011,"NFL, DIV 2 LEAGUE",LOSS,0,15,15,2,15,21,SLIGO,2
WEXFORD,LOUTH,27/02/2011,"NFL, DIV 3 LEAGUE",LOSS,0,11,11,1,12,15,WEXFORD,3
WESTMEATH,TIPPERARY,27/02/2011,"NFL, DIV 3 LEAGUE",WIN,2,13,19,2,9,15,TIPPERARY,3
OFFALY,LIMERICK,27/02/2011,"NFL, DIV 3 LEAGUE",WIN,2,10,16,1,12,15,LIMERICK,3
WATERFORD,CAVAN,27/02/2011,"NFL, DIV 3 LEAGUE",LOSS,1,8,11,0,13,13,CAVAN,3
CARLOW,CLARE,27/02/2011,"NFL, DIV 4 LEAGUE",WIN,1,11,14,1,10,13,CARLOW,4
WICKLOW,FERMANAGH,27/02/2011,"NFL, DIV 4 LEAGUE",TIE,2,7,13,0,13,13,FERMANAGH,4
KILKENNY,LONGFORD,27/02/2011,"NFL, DIV 4 LEAGUE",LOSS,0,5,5,4,24,36,LONGFORD,4
LONDON,LONGFORD,05/03/2011,"NFL, DIV 4 LEAGUE",LOSS,0,8,8,1,15,18,LONDON,4
DOWN,CORK,12/03/2011,"NFL, DIV 1 LEAGUE",LOSS,0,15,15,3,17,26,CORK,1
WATERFORD,TIPPERARY,12/03/2011,"NFL, DIV 3 LEAGUE",WIN,2,8,14,0,9,9,WATERFORD,3
LONDON,CLARE,12/03/2011,"NFL, DIV 4 LEAGUE",LOSS,0,4,4,5,10,25,CLARE,4
MAYO,ARMAGH,13/03/2011,"NFL, DIV 1 LEAGUE",LOSS,1,10,13,2,10,16,MAYO,1
GALWAY,KERRY,13/03/2011,"NFL, DIV 1 LEAGUE",LOSS,0,8,8,0,16,16,KERRY,1
MONAGHAN,DUBLIN,13/03/2011,"NFL, DIV 1 LEAGUE",LOSS,1,9,12,0,13,13,MONAGHAN,1
ANTRIM,TYRONE,13/03/2011,"NFL, DIV 2 LEAGUE",LOSS,1,11,14,1,16,19,TYRONE,2
LAOIS,KILDARE,13/03/2011,"NFL, DIV 2 LEAGUE",LOSS,1,11,14,1,13,16,KILDARE,2
SLIGO,DERRY,13/03/2011,"NFL, DIV 2 LEAGUE",LOSS,0,8,8,0,11,11,SLIGO,2
MEATH,DONEGAL,13/03/2011,"NFL, DIV 2 LEAGUE",LOSS,0,9,9,0,15,15,MEATH,2
LIMERICK,CAVAN,13/03/2011,"NFL, DIV 3 LEAGUE",WIN,2,14,20,0,15,15,LIMERICK,3
WESTMEATH,WEXFORD,13/03/2011,"NFL, DIV 3 LEAGUE",LOSS,1,7,10,0,13,13,WESTMEATH,3
OFFALY,LOUTH,13/03/2011,"NFL, DIV 3 LEAGUE",WIN,1,9,12,0,11,11,LOUTH,3
WICKLOW,LONGFORD,13/03/2011,"NFL, DIV 4 LEAGUE",TIE,2,9,15,1,12,15,WICKLOW,4
FERMANAGH,ROSCOMMON,13/03/2011,"NFL, DIV 4 LEAGUE",LOSS,1,9,12,1,12,15,ROSCOMMON,4
CARLOW,KILKENNY,13/03/2011,"NFL, DIV 4 LEAGUE",WIN,2,21,27,3,1,10,KILKENNY,4
MONAGHAN,DOWN,19/03/2011,"NFL, DIV 1 LEAGUE",LOSS,0,11,11,1,16,19,DOWN,1
LAOIS,TYRONE,19/03/2011,"NFL, DIV 2 LEAGUE",LOSS,0,11,11,1,12,15,LAOIS,2
DERRY,DONEGAL,19/03/2011,"NFL, DIV 2 LEAGUE",LOSS,2,12,18,2,18,24,DERRY,2
ARMAGH,KERRY,20/03/2011,"NFL, DIV 1 LEAGUE",LOSS,1,9,12,1,13,16,ARMAGH,1
GALWAY,CORK,20/03/2011,"NFL, DIV 1 LEAGUE",LOSS,0,13,13,0,16,16,GALWAY,1
MAYO,DUBLIN,20/03/2011,"NFL, DIV 1 LEAGUE",LOSS,3,13,22,4,15,27,DUBLIN,1
SLIGO,ANTRIM,20/03/2011,"NFL, DIV 2 LEAGUE",WIN,2,18,24,1,11,14,ANTRIM,2
MEATH,KILDARE,20/03/2011,"NFL, DIV 2 LEAGUE",LOSS,1,12,15,1,14,17,KILDARE,2
CAVAN,WEXFORD,20/03/2011,"NFL, DIV 3 LEAGUE",LOSS,2,9,15,1,14,17,WEXFORD,3
WESTMEATH,WATERFORD,20/03/2011,"NFL, DIV 3 LEAGUE",WIN,1,19,22,1,14,17,WESTMEATH,3
LIMERICK,LOUTH,20/03/2011,"NFL, DIV 3 LEAGUE",WIN,1,14,17,1,11,14,LOUTH,3
OFFALY,TIPPERARY,20/03/2011,"NFL, DIV 3 LEAGUE",LOSS,0,13,13,1,11,14,OFFALY,3
WICKLOW,KILKENNY,20/03/2011,"NFL, DIV 4 LEAGUE",WIN,4,16,28,1,5,8,KILKENNY,4
CLARE,ROSCOMMON,20/03/2011,"NFL, DIV 4 LEAGUE",LOSS,1,10,13,0,16,16,CLARE,4
FERMANAGH,LEITRIM,20/03/2011,"NFL, DIV 4 LEAGUE",LOSS,0,10,10,0,11,11,LEITRIM,4
KILKENNY,FERMANAGH,26/03/2011,"NFL, DIV 4 LEAGUE",LOSS,1,3,6,0,22,22,KILKENNY,4
CARLOW,LEITRIM,27/03/2011,"NFL, DIV 4 LEAGUE",WIN,1,10,13,0,10,10,LEITRIM,4
CLARE,LONGFORD,27/03/2011,"NFL, DIV 4 LEAGUE",WIN,1,7,10,0,8,8,CLARE,4
WICKLOW,ROSCOMMON,27/03/2011,"NFL, DIV 4 LEAGUE",LOSS,2,16,22,3,14,23,WICKLOW,4
DOWN,DUBLIN,02/04/2011,"NFL, DIV 1 LEAGUE",LOSS,0,13,13,2,10,16,DUBLIN,1
CAVAN,LOUTH,02/04/2011,"NFL, DIV 3 LEAGUE",WIN,0,11,11,1,5,8,CAVAN,3
MAYO,CORK,03/04/2011,"NFL, DIV 1 LEAGUE",WIN,1,13,16,0,14,14,MAYO,1
MONAGHAN,KERRY,03/04/2011,"NFL, DIV 1 LEAGUE",LOSS,0,11,11,1,14,17,MONAGHAN,1
GALWAY,ARMAGH,03/04/2011,"NFL, DIV 1 LEAGUE",WIN,1,20,23,0,18,18,ARMAGH,1
LAOIS,SLIGO,03/04/2011,"NFL, DIV 2 LEAGUE",WIN,1,14,17,2,8,14,SLIGO,2
KILDARE,TYRONE,03/04/2011,"NFL, DIV 2 LEAGUE",LOSS,0,5,5,0,13,13,TYRONE,2
ANTRIM,DONEGAL,03/04/2011,"NFL, DIV 2 LEAGUE",LOSS,1,8,11,1,17,20,DONEGAL,2
MEATH,DERRY,03/04/2011,"NFL, DIV 2 LEAGUE",LOSS,3,8,17,1,18,21,DERRY,2
TIPPERARY,WEXFORD,03/04/2011,"NFL, DIV 3 LEAGUE",WIN,0,17,17,0,10,10,TIPPERARY,3
WESTMEATH,LIMERICK,03/04/2011,"NFL, DIV 3 LEAGUE",WIN,0,14,14,0,12,12,LIMERICK,3
WATERFORD,OFFALY,03/04/2011,"NFL, DIV 3 LEAGUE",LOSS,1,12,15,1,14,17,WATERFORD,3
KILKENNY,ROSCOMMON,03/04/2011,"NFL, DIV 4 LEAGUE",LOSS,0,1,1,0,25,25,ROSCOMMON,4
LEITRIM,LONGFORD,03/04/2011,"NFL, DIV 4 LEAGUE",LOSS,0,10,10,1,8,11,LONGFORD,4
FERMANAGH,CLARE,03/04/2011,"NFL, DIV 4 LEAGUE",WIN,0,17,17,0,9,9,FERMANAGH,4
LONDON,CARLOW,03/04/2011,"NFL, DIV 4 LEAGUE",LOSS,1,6,9,1,18,21,CARLOW,4
ARMAGH,CORK,10/04/2011,"NFL, DIV 1 LEAGUE",LOSS,1,12,15,2,15,21,CORK,1
MONAGHAN,MAYO,10/04/2011,"NFL, DIV 1 LEAGUE",WIN,1,18,21,2,13,19,MONAGHAN,1
GALWAY,DUBLIN,10/04/2011,"NFL, DIV 1 LEAGUE",TIE,0,15,15,2,9,15,GALWAY,1
DOWN,KERRY,10/04/2011,"NFL, DIV 1 LEAGUE",LOSS,1,11,14,1,13,16,KERRY,1
LAOIS,DONEGAL,10/04/2011,"NFL, DIV 2 LEAGUE",WIN,1,15,18,1,11,14,LAOIS,2
SLIGO,KILDARE,10/04/2011,"NFL, DIV 2 LEAGUE",LOSS,1,12,15,0,16,16,KILDARE,2
ANTRIM,DERRY,10/04/2011,"NFL, DIV 2 LEAGUE",LOSS,0,13,13,1,18,21,ANTRIM,2
MEATH,TYRONE,10/04/2011,"NFL, DIV 2 LEAGUE",TIE,0,17,17,1,14,17,MEATH,2
WATERFORD,LOUTH,10/04/2011,"NFL, DIV 3 LEAGUE",LOSS,0,11,11,1,11,14,WATERFORD,3
LIMERICK,WEXFORD,10/04/2011,"NFL, DIV 3 LEAGUE",WIN,2,12,18,0,14,14,LIMERICK,3
WESTMEATH,OFFALY,10/04/2011,"NFL, DIV 3 LEAGUE",WIN,0,19,19,2,11,17,WESTMEATH,3
TIPPERARY,CAVAN,10/04/2011,"NFL, DIV 3 LEAGUE",LOSS,0,13,13,0,16,16,CAVAN,3
LEITRIM,ROSCOMMON,10/04/2011,"NFL, DIV 4 LEAGUE",LOSS,0,15,15,1,14,17,ROSCOMMON,4
WICKLOW,CLARE,10/04/2011,"NFL, DIV 4 LEAGUE",TIE,1,17,20,0,20,20,WICKLOW,4
LONDON,FERMANAGH,10/04/2011,"NFL, DIV 4 LEAGUE",LOSS,0,8,8,0,14,14,FERMANAGH,4
CARLOW,LONGFORD,10/04/2011,"NFL, DIV 4 LEAGUE",LOSS,1,12,15,1,21,24,LONGFORD,4
CORK,DUBLIN,24/04/2011,"NFL, DIV 1 LEAGUE FINAL",WIN,0,21,21,2,14,20,CROKE PARK,1
LAOIS,DONEGAL,24/04/2011,"NFL, DIV 2 LEAGUE FINAL",LOSS,0,16,16,2,11,17,CROKE PARK,2
WESTMEATH,LOUTH,24/04/2011,"NFL, DIV 3 LEAGUE FINAL",LOSS,0,13,13,1,15,18,CROKE PARK,3
ROSCOMMON,LONGFORD,24/04/2011,"NFL, DIV 4 LEAGUE FINAL",WIN,4,20,32,2,11,17,CROKE PARK,4
KERRY,CORK,18/03/2012,"NFL, DIV 1 LEAGUE",WIN,0,13,13,0,11,11,PAIRC UI CHAOIMH,1
DOWN,DUBLIN,18/03/2012,"NFL, DIV 1 LEAGUE",WIN,0,15,15,1,10,13,PAIRC ESLER,1
LAOIS,ARMAGH,18/03/2012,"NFL, DIV 1 LEAGUE",WIN,1,15,18,1,10,13,PORTLAOISE,1
MAYO,DONEGAL,18/03/2012,"NFL, DIV 1 LEAGUE",LOSS,1,7,10,0,17,17,BALLYSHANNON,1
ARMAGH,DUBLIN,11/03/2012,"NFL, DIV 1 LEAGUE",LOSS,1,10,13,4,17,29,CROKE PARK,1
DONEGAL,KERRY,11/03/2012,"NFL, DIV 1 LEAGUE",LOSS,1,8,11,2,16,22,FITZGERALD STADIUM,1
DOWN,MAYO,11/03/2012,"NFL, DIV 1 LEAGUE",WIN,1,13,16,0,11,11,MCHALE PARK,1
LAOIS,CORK,10/03/2012,"NFL, DIV 1 LEAGUE",LOSS,0,10,10,2,14,20,PORTLAOISE,1
DONEGAL,CORK,04/03/2012,"NFL, DIV 1 LEAGUE",WIN,1,7,10,0,6,6,BALLYBOFEY,1
DOWN,KERRY,04/03/2012,"NFL, DIV 1 LEAGUE",LOSS,0,8,8,0,14,14,PAIRC ESLER,1
MAYO,ARMAGH,03/03/2012,"NFL, DIV 1 LEAGUE",WIN,1,14,17,0,11,11,MORGAN ATHLETIC GROUNDS,1
LAOIS,DUBLIN,03/03/2012,"NFL, DIV 1 LEAGUE",LOSS,1,9,12,1,14,17,PORTLAOISE,1
LAOIS,DONEGAL,12/02/2012,"NFL, DIV 1 LEAGUE",WIN,2,9,15,2,6,12,LETTERKENNY,1
DOWN,CORK,12/02/2012,"NFL, DIV 1 LEAGUE",LOSS,0,10,10,4,11,23,PAIRC UI CHAOIMH,1
ARMAGH,KERRY,11/02/2012,"NFL, DIV 1 LEAGUE",WIN,2,8,14,0,10,10,AUSTIN STACK PARK,1
ARMAGH,CORK,05/02/2012,"NFL, DIV 1 LEAGUE",TIE,0,10,10,1,7,10,MORGAN ATHLETIC GROUNDS,1
KERRY,DUBLIN,04/02/2012,"NFL, DIV 1 LEAGUE",WIN,1,14,17,0,11,11,CROKE PARK,1
LAOIS,MAYO,04/02/2012,"NFL, DIV 1 LEAGUE",LOSS,0,8,8,1,11,14,PORTLAOISE,1
DOWN,DONEGAL,04/02/2012,"NFL, DIV 1 LEAGUE",WIN,1,10,13,1,9,12,PAIRC ESLER,1
WESTMEATH,MONAGHAN,18/03/2012,"NFL, DIV 2 LEAGUE",WIN,1,19,22,2,11,17,"CUSACK PARK, MULLINGAR",2
MEATH,DERRY,18/03/2012,"NFL, DIV 2 LEAGUE",LOSS,0,10,10,0,13,13,PAIRC TAILTEAN,2
KILDARE,LOUTH,18/03/2012,"NFL, DIV 2 LEAGUE",WIN,2,15,21,0,17,17,DROGHEDA,2
GALWAY,TYRONE,18/03/2012,"NFL, DIV 2 LEAGUE",LOSS,0,13,13,1,14,17,TUAM STADIUM,2
MONAGHAN,LOUTH,11/03/2012,"NFL, DIV 2 LEAGUE",WIN,2,24,30,1,15,18,CLONES,2
MEATH,GALWAY,11/03/2012,"NFL, DIV 2 LEAGUE",LOSS,1,11,14,1,12,15,PEARSE STADIUM,2
KILDARE,DERRY,11/03/2012,"NFL, DIV 2 LEAGUE",WIN,2,13,19,2,8,14,NEWBRIDGE,2
WESTMEATH,TYRONE,10/03/2012,"NFL, DIV 2 LEAGUE",LOSS,0,8,8,2,11,17,HEALY PARK,2
WESTMEATH,GALWAY,04/03/2012,"NFL, DIV 2 LEAGUE",WIN,0,14,14,0,13,13,"CUSACK PARK, MULLINGAR",2
TYRONE,LOUTH,04/03/2012,"NFL, DIV 2 LEAGUE",WIN,2,13,19,0,13,13,DROGHEDA,2
MONAGHAN,DERRY,03/03/2012,"NFL, DIV 2 LEAGUE",LOSS,0,8,8,0,14,14,CELTIC PARK,2
MEATH,KILDARE,03/03/2012,"NFL, DIV 2 LEAGUE",LOSS,2,11,17,0,18,18,PAIRC TAILTEAN,2
WESTMEATH,MEATH,12/02/2012,"NFL, DIV 2 LEAGUE",LOSS,0,5,5,0,17,17,"CUSACK PARK, MULLINGAR",2
MONAGHAN,KILDARE,12/02/2012,"NFL, DIV 2 LEAGUE",WIN,0,17,17,0,12,12,CLONES,2
DERRY,TYRONE,12/02/2012,"NFL, DIV 2 LEAGUE",LOSS,0,9,9,2,15,21,HEALY PARK,2
GALWAY,LOUTH,12/02/2012,"NFL, DIV 2 LEAGUE",TIE,1,8,11,0,11,11,PEARSE STADIUM,2
DERRY,GALWAY,05/02/2012,"NFL, DIV 2 LEAGUE",LOSS,1,11,14,1,15,18,CELTIC PARK,2
WESTMEATH,LOUTH,05/02/2012,"NFL, DIV 2 LEAGUE",LOSS,1,6,9,0,12,12,HAGGARDSTOWN,2
KILDARE,TYRONE,04/02/2012,"NFL, DIV 2 LEAGUE",LOSS,0,12,12,2,11,17,CROKE PARK,2
MEATH,MONAGHAN,04/02/2012,"NFL, DIV 2 LEAGUE",WIN,1,15,18,1,9,12,PAIRC TAILTEAN,2
OFFALY,CAVAN,18/03/2012,"NFL, DIV 3 LEAGUE",WIN,1,10,13,0,11,11,KINGSPAN BREFFNI PARK,3
ANTRIM,LONGFORD,18/03/2012,"NFL, DIV 3 LEAGUE",LOSS,1,8,11,0,15,15,PEARSE PARK,3
ROSCOMMON,WEXFORD,18/03/2012,"NFL, DIV 3 LEAGUE",LOSS,1,10,13,1,12,15,WEXFORD PARK,3
SLIGO,TIPPERARY,18/03/2012,"NFL, DIV 3 LEAGUE",WIN,1,16,19,0,7,7,MARKIEVICZ PARK,3
TIPPERARY,CAVAN,11/03/2012,"NFL, DIV 3 LEAGUE",LOSS,0,14,14,4,10,22,SEMPLE STADIUM,3
OFFALY,WEXFORD,11/03/2012,"NFL, DIV 3 LEAGUE",LOSS,2,5,11,0,21,21,O'CONNOR PARK,3
SLIGO,LONGFORD,11/03/2012,"NFL, DIV 3 LEAGUE",LOSS,1,8,11,1,16,19,MARKIEVICZ PARK,3
ANTRIM,ROSCOMMON,11/03/2012,"NFL, DIV 3 LEAGUE",LOSS,1,6,9,1,10,13,DR HYDE PARK,3
ROSCOMMON,LONGFORD,04/03/2012,"NFL, DIV 3 LEAGUE",LOSS,2,8,14,0,16,16,PEARSE PARK,3
TIPPERARY,WEXFORD,04/03/2012,"NFL, DIV 3 LEAGUE",LOSS,1,8,11,2,20,26,WEXFORD PARK,3
OFFALY,ANTRIM,03/03/2012,"NFL, DIV 3 LEAGUE",LOSS,1,8,11,2,14,20,CASEMENT PARK,3
SLIGO,CAVAN,03/03/2012,"NFL, DIV 3 LEAGUE",LOSS,1,8,11,0,14,14,KINGSPAN BREFFNI PARK,3
OFFALY,ROSCOMMON,12/02/2012,"NFL, DIV 3 LEAGUE",LOSS,1,6,9,0,12,12,O'CONNOR PARK,3
ANTRIM,TIPPERARY,12/02/2012,"NFL, DIV 3 LEAGUE",WIN,1,13,16,0,13,13,SEMPLE STADIUM,3
SLIGO,WEXFORD,12/02/2012,"NFL, DIV 3 LEAGUE",WIN,4,14,26,1,17,20,MARKIEVICZ PARK,3
CAVAN,LONGFORD,11/02/2012,"NFL, DIV 3 LEAGUE",LOSS,0,7,7,0,10,10,KINGSPAN BREFFNI PARK,3
OFFALY,LONGFORD,05/02/2012,"NFL, DIV 3 LEAGUE",LOSS,0,8,8,1,15,18,PEARSE PARK,3
CAVAN,WEXFORD,05/02/2012,"NFL, DIV 3 LEAGUE",LOSS,1,13,16,4,9,21,WEXFORD PARK,3
TIPPERARY,ROSCOMMON,05/02/2012,"NFL, DIV 3 LEAGUE",LOSS,0,12,12,1,12,15,KILTOOM,3
SLIGO,ANTRIM,04/02/2012,"NFL, DIV 3 LEAGUE",LOSS,0,12,12,0,13,13,CASEMENT PARK,3
WICKLOW,LIMERICK,18/03/2012,"NFL, DIV 4 LEAGUE",WIN,2,13,19,0,14,14,AUGHRIM,4
CARLOW,KILKENNY,18/03/2012,"NFL, DIV 4 LEAGUE",WIN,3,11,20,1,6,9,FRESHFORD,4
WATERFORD,FERMANAGH,18/03/2012,"NFL, DIV 4 LEAGUE",LOSS,0,12,12,0,15,15,FRAHER FIELD,4
LEITRIM,CLARE,18/03/2012,"NFL, DIV 4 LEAGUE",LOSS,0,9,9,1,12,15,"CUSACK PARK, ENNIS",4
WICKLOW,FERMANAGH,11/03/2012,"NFL, DIV 4 LEAGUE",LOSS,0,9,9,0,11,11,BREWSTER PARK,4
CARLOW,CLARE,11/03/2012,"NFL, DIV 4 LEAGUE",LOSS,0,14,14,1,12,15,DR CULLEN PARK,4
LONDON,LEITRIM,11/03/2012,"NFL, DIV 4 LEAGUE",LOSS,0,8,8,1,10,13,PAIRC SEAN MAC DIRMADA,4
KILKENNY,LIMERICK,10/03/2012,"NFL, DIV 4 LEAGUE",LOSS,0,1,1,1,30,33,NEWCASTLEWEST,4
LIMERICK,CLARE,04/03/2012,"NFL, DIV 4 LEAGUE",LOSS,0,9,9,0,10,10,"CUSACK PARK, ENNIS",4
WICKLOW,WATERFORD,04/03/2012,"NFL, DIV 4 LEAGUE",LOSS,1,12,15,4,7,19,AUGHRIM,4
KILKENNY,FERMANAGH,04/03/2012,"NFL, DIV 4 LEAGUE",LOSS,0,4,4,9,23,50,FRESHFORD,4
LONDON,CARLOW,04/03/2012,"NFL, DIV 4 LEAGUE",LOSS,0,4,4,2,6,12,RUISLIP,4
LONDON,FERMANAGH,19/02/2012,"NFL, DIV 4 LEAGUE",LOSS,0,9,9,2,15,21,RUISLIP,4
LONDON,LIMERICK,12/02/2012,"NFL, DIV 4 LEAGUE",LOSS,1,7,10,1,13,16,THE GAELIC GROUNDS,4
CARLOW,LEITRIM,12/02/2012,"NFL, DIV 4 LEAGUE",LOSS,0,13,13,2,9,15,DR CULLEN PARK,4
FERMANAGH,CLARE,12/02/2012,"NFL, DIV 4 LEAGUE",WIN,0,11,11,0,8,8,BREWSTER PARK,4
KILKENNY,WATERFORD,11/02/2012,"NFL, DIV 4 LEAGUE",LOSS,0,2,2,0,21,21,FRAHER FIELD,4
WATERFORD,CLARE,05/02/2012,"NFL, DIV 4 LEAGUE",LOSS,0,12,12,1,17,20,"CUSACK PARK, ENNIS",4
WICKLOW,KILKENNY,05/02/2012,"NFL, DIV 4 LEAGUE",WIN,3,25,34,1,1,4,FRESHFORD,4
LEITRIM,LIMERICK,05/02/2012,"NFL, DIV 4 LEAGUE",LOSS,0,9,9,1,9,12,PAIRC SEAN MAC DIRMADA,4
DONEGAL,DUBLIN,24/03/2012,"NFL, DIV 1 LEAGUE",LOSS,0,13,13,2,16,22,CROKE PARK,1
MAYO,CORK,25/03/2012,"NFL, DIV 1 LEAGUE",LOSS,0,13,13,0,14,14,MCHALE PARK,1
LAOIS,KERRY,25/03/2012,"NFL, DIV 1 LEAGUE",LOSS,1,13,16,0,20,20,FITZGERALD STADIUM,1
